序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
5153,600787,中储股份,5.06,-2.69,-0.14,158434.0,81011170.0,3.85,5.25,5.05,5.2,5.2,2.1,0.73,29.06,0.85,11034487060.0,10980602685.0,-0.2,-0.2,-10.28,3.9
5154,600188,兖矿能源,20.24,-2.69,-0.56,279252.0,569257199.0,2.45,20.71,20.2,20.61,20.8,0.83,0.62,7.38,2.59,150626904173.0,91068477773.0,-0.05,0.1,3.64,3.69
5155,002932,明德生物,22.77,-2.69,-0.63,28484.0,65488182.75,3.89,23.59,22.68,23.5,23.4,1.44,1.82,23.52,0.88,5294502191.0,3557633118.0,0.0,0.18,-11.23,-36.66
5156,300479,神思电子,21.65,-2.7,-0.6,208494.0,452321021.61,4.22,22.18,21.24,22.18,22.25,1.11,10.58,-99.09,7.02,4265934727.0,4265934727.0,0.0,0.14,5.0,26.68
5157,600251,冠农股份,9.38,-2.7,-0.26,105162.0,99640274.0,3.11,9.65,9.35,9.6,9.64,0.73,1.35,7.81,2.0,7288199809.0,7288199809.0,0.0,0.0,2.63,13.97
5158,301259,艾布鲁,14.41,-2.7,-0.4,21466.0,31187386.6,5.06,14.98,14.23,14.92,14.81,2.36,2.88,376.94,2.5,2247960000.0,1072698413.0,-0.07,0.0,5.8,-1.23
5159,001323,慕思股份,35.29,-2.7,-0.98,11897.0,42309084.0,4.47,36.55,34.93,36.27,36.27,2.11,2.97,19.84,3.27,14116352900.0,1411952900.0,0.23,-0.03,-0.28,9.87
5160,002032,苏 泊 尔,46.45,-2.7,-1.29,10754.0,50374853.57,3.52,47.98,46.3,47.85,47.74,0.81,0.13,21.28,7.08,37471617118.0,37333910983.0,0.22,0.15,-11.47,0.04
5161,603367,辰欣药业,13.32,-2.7,-0.37,38419.0,51523496.0,3.07,13.7,13.28,13.68,13.69,1.01,0.85,11.43,1.11,6037343280.0,6017483160.0,0.0,0.0,-11.02,8.56
5162,301548,崇德科技,61.92,-2.7,-1.72,24085.0,151010678.62,3.85,64.2,61.75,63.53,63.64,0.52,16.93,36.92,2.69,3715200000.0,880664507.0,0.08,0.1,-7.31,-7.31
5163,688612,威迈斯,44.57,-2.71,-1.24,22519.0,100918825.0,7.01,47.0,43.79,46.8,45.81,1.86,7.19,44.29,6.08,18762059819.0,1395909090.0,0.07,-0.04,-5.75,-5.75
5164,300258,精锻科技,15.78,-2.71,-0.44,118771.0,187802930.31,5.12,16.21,15.38,15.99,16.22,0.62,2.56,29.67,2.23,7602429556.0,7317254312.0,0.38,0.0,14.93,37.1
5165,300233,金城医药,18.28,-2.71,-0.51,55273.0,101523027.04,3.89,18.85,18.12,18.8,18.79,0.71,1.53,34.68,1.92,7054698526.0,6589815020.0,0.16,0.0,-3.23,-19.19
5166,001223,欧克科技,70.88,-2.72,-1.98,12423.0,88742850.15,4.13,73.49,70.48,72.85,72.86,0.77,7.45,48.4,2.6,4726278400.0,1182278400.0,-0.06,-0.17,-20.52,17.94
5167,605088,冠盛股份,21.47,-2.72,-0.6,33170.0,71430227.0,3.76,22.18,21.35,22.02,22.07,0.7,2.02,12.88,2.01,3559704959.0,3522250544.0,-0.09,-0.23,20.62,28.72
5168,000423,东阿阿胶,47.37,-2.73,-1.33,59707.0,285255187.52,3.16,48.84,47.3,48.8,48.7,1.72,0.93,28.72,3.02,30505182153.0,30505182153.0,-0.13,-0.08,-4.59,19.86
5169,300545,联得装备,30.98,-2.73,-0.87,203134.0,628558941.28,3.99,31.8,30.53,31.62,31.85,1.6,18.15,35.41,3.62,5506555032.0,3467522965.0,0.23,0.1,20.64,96.95
5170,000983,山西焦煤,9.96,-2.73,-0.28,375190.0,377234331.78,2.54,10.22,9.96,10.15,10.24,0.87,0.92,6.26,1.59,56543926548.0,40801737600.0,-0.1,0.0,10.42,-4.69
5171,603811,诚意药业,11.36,-2.74,-0.32,26067.0,29825332.0,3.42,11.74,11.34,11.74,11.68,0.97,0.8,20.52,3.32,3718177075.0,3718177075.0,0.0,-0.09,-10.2,15.8
5172,002324,普利特,12.77,-2.74,-0.36,94425.0,122121494.94,2.97,13.14,12.75,13.13,13.13,1.04,1.39,35.31,3.44,14218971598.0,8660448386.0,0.08,-0.08,-12.05,-19.94
5173,301053,远信工业,25.5,-2.75,-0.72,26635.0,68348021.0,4.31,26.49,25.36,26.48,26.22,0.71,11.45,96.96,3.6,2084688750.0,593256174.0,-0.23,-0.23,-0.66,26.3
5174,688278,特宝生物,38.55,-2.75,-1.09,24406.0,94454689.0,3.94,39.81,38.25,39.68,39.64,0.57,0.6,38.78,10.3,15682140000.0,15682140000.0,-0.08,0.1,-8.87,-0.44
5175,600985,淮北矿业,13.79,-2.75,-0.39,214060.0,297584802.0,2.33,14.1,13.77,14.09,14.18,0.93,0.86,4.77,0.98,34213520501.0,34213520501.0,0.07,0.07,10.94,17.36
5176,600200,江苏吴中,7.42,-2.75,-0.21,95732.0,71541859.0,3.54,7.66,7.39,7.65,7.63,1.33,1.35,96.44,2.87,5285160873.0,5264921317.0,-0.13,0.0,-0.4,-3.01
5177,000157,中联重科,6.71,-2.75,-0.19,454474.0,306045701.03,3.77,6.95,6.69,6.95,6.9,1.67,0.64,14.27,1.14,58229327904.0,47413481494.0,-0.15,-0.15,6.0,31.05
5178,688017,绿的谐波,111.2,-2.75,-3.15,16361.0,183969724.0,3.97,115.4,110.86,114.76,114.35,0.8,0.97,185.19,9.49,18756345082.0,18756345082.0,0.05,0.0,-15.09,15.02
5179,600629,华建集团,5.63,-2.76,-0.16,181934.0,103419565.0,3.97,5.85,5.62,5.8,5.79,0.83,1.93,14.74,1.16,5464230494.0,5318429911.0,0.0,0.18,-17.21,28.83
5180,603713,密尔克卫,72.25,-2.77,-2.06,7966.0,58276772.0,4.2,75.23,72.11,74.3,74.31,1.41,0.49,23.44,3.05,11876751803.0,11822053134.0,-0.03,-0.07,-18.41,-37.77
5181,300804,广康生化,33.3,-2.77,-0.95,10194.0,34324144.26,3.24,34.36,33.25,34.35,34.25,2.59,5.81,43.6,1.85,2464200000.0,583848167.0,0.03,0.06,-2.43,-21.55
5182,301103,何氏眼科,34.0,-2.77,-0.97,17478.0,60100650.54,4.06,35.22,33.8,35.1,34.97,1.03,2.1,34.29,2.57,5372900014.0,2825064454.0,0.12,0.24,-19.05,11.4
5183,688202,美迪西,72.99,-2.78,-2.09,15794.0,116292224.0,3.42,75.3,72.73,75.07,75.08,0.78,1.44,29.55,3.61,9818157956.0,8013129635.0,0.0,0.16,-17.09,-52.14
5184,300564,筑博设计,12.55,-2.79,-0.36,19887.0,25065225.2,3.56,12.93,12.47,12.93,12.91,1.02,1.81,40.91,1.59,2063019200.0,1382061220.0,0.24,0.08,-1.49,14.19
5185,300434,金石亚药,11.83,-2.79,-0.34,78550.0,93202435.96,3.86,12.19,11.72,12.18,12.17,0.9,2.33,15.26,1.96,4752630006.0,3981289742.0,0.0,0.17,-11.45,-13.08
5186,300391,长药控股,6.26,-2.8,-0.18,42026.0,26513448.0,3.88,6.49,6.24,6.49,6.44,0.99,1.2,-45.28,2.82,2193104061.0,2193104061.0,0.16,0.0,-12.69,-35.79
5187,300841,康华生物,63.95,-2.8,-1.84,26783.0,173159697.04,3.98,66.39,63.77,65.79,65.79,1.39,2.27,17.35,2.64,8610896214.0,7543117436.0,0.05,0.08,6.19,-23.98
5188,002691,冀凯股份,6.6,-2.8,-0.19,486105.0,321431663.17,4.27,6.78,6.49,6.55,6.79,1.88,14.48,-62.74,2.54,2244000000.0,2215883584.0,0.0,-1.2,7.84,25.0
5189,300181,佐力药业,10.72,-2.81,-0.31,222743.0,240296393.9,4.26,11.15,10.68,11.1,11.03,0.95,3.71,19.02,2.89,7518872231.0,6443592158.0,-0.09,0.09,-12.06,3.38
5190,000913,钱江摩托,13.83,-2.81,-0.4,61064.0,84988019.0,3.44,14.25,13.76,14.23,14.23,1.31,1.34,13.02,1.74,7291051530.0,6324819272.0,0.0,-0.22,-19.26,-24.18
5191,300142,沃森生物,24.2,-2.81,-0.7,185050.0,452549016.82,2.89,24.9,24.18,24.83,24.9,1.04,1.18,42.72,4.11,38897833313.0,37934116543.0,-0.04,-0.04,-7.17,-39.77
5192,688399,硕世生物,49.67,-2.82,-1.44,6445.0,32393780.0,3.15,51.27,49.66,51.27,51.11,1.33,1.1,-21.32,0.78,2911655400.0,2911655400.0,-0.04,0.0,-9.56,-43.37
5193,600829,人民同泰,7.57,-2.82,-0.22,101882.0,77630325.0,3.59,7.82,7.54,7.82,7.79,1.0,1.76,14.31,1.68,4389756679.0,4389756679.0,-0.26,-0.39,8.92,18.65
5194,000518,四环生物,2.75,-2.83,-0.08,146935.0,40524042.48,2.83,2.81,2.73,2.8,2.83,1.47,1.43,-37.48,5.45,2831279611.0,2831223156.0,0.36,0.36,6.18,-13.25
5195,003013,地铁设计,16.46,-2.83,-0.48,19404.0,32253329.0,4.31,17.06,16.33,16.94,16.94,1.8,3.22,15.39,3.0,6584164600.0,991005508.0,0.0,0.18,-12.77,9.73
5196,600039,四川路桥,8.57,-2.83,-0.25,420680.0,361661155.0,3.74,8.82,8.49,8.81,8.82,1.19,0.63,6.61,1.77,74692504874.0,56898788359.0,-0.12,-0.23,-14.3,17.56
5197,002743,富煌钢构,5.47,-2.84,-0.16,100545.0,55263556.15,4.62,5.69,5.43,5.65,5.63,1.81,2.31,23.63,0.76,2380918575.0,2376610950.0,0.18,0.37,-5.85,3.4
5198,002728,特一药业,15.03,-2.84,-0.44,90164.0,136514394.52,3.36,15.5,14.98,15.46,15.47,0.82,4.03,15.86,2.95,4825402527.0,3364903609.0,0.0,0.0,0.47,-3.9
5199,605155,西大门,15.34,-2.85,-0.45,18451.0,28487644.0,3.48,15.85,15.3,15.63,15.79,1.27,3.94,21.76,1.77,2100276100.0,718479580.0,-0.2,-0.2,5.79,19.75
5200,605369,拱东医疗,53.0,-2.86,-1.56,5765.0,30605060.0,4.44,55.12,52.7,54.81,54.56,1.16,0.51,48.96,3.77,5968601360.0,5958598352.0,-0.02,0.38,-12.83,-49.67
5201,601919,中远海控,9.51,-2.86,-0.28,952708.0,910781654.0,3.17,9.77,9.46,9.7,9.79,1.72,0.74,4.64,0.77,153800138317.0,121896180517.0,0.0,0.0,-4.13,6.85
5202,838171,邦德股份,9.16,-2.86,-0.27,4500.0,4134997.77,5.2,9.52,9.03,9.52,9.43,1.93,0.87,11.56,2.34,1089398800.0,475408562.0,-0.54,0.11,-4.08,16.1
5203,688185,康希诺,78.35,-2.86,-2.31,17052.0,135401013.0,3.1,80.81,78.31,80.0,80.66,0.97,1.49,-11.52,3.28,19387699587.0,8992934572.0,0.03,-0.04,-3.24,-46.34
5204,835174,五新隧装,12.53,-2.87,-0.37,11738.0,14638860.93,6.12,12.97,12.18,12.97,12.9,0.83,2.27,7.81,1.82,1127809237.0,649224847.0,0.56,-0.48,49.88,70.71
5205,603868,飞科电器,64.65,-2.87,-1.91,6921.0,44656316.0,5.09,66.91,63.52,66.5,66.56,1.47,0.16,23.15,8.9,28161540000.0,28161540000.0,0.0,0.17,2.13,-1.04
5206,688599,天合光能,29.78,-2.87,-0.88,141229.0,425263995.0,3.56,30.78,29.69,30.6,30.66,1.05,0.65,9.14,2.2,64728663197.0,64728663197.0,-0.07,0.07,-23.25,-52.94
5207,600502,安徽建工,4.73,-2.87,-0.14,387824.0,184415220.0,4.11,4.9,4.7,4.88,4.87,2.12,2.26,6.19,0.88,8119205527.0,8119205527.0,-0.21,0.0,-12.57,3.96
5208,000906,浙商中拓,7.76,-2.88,-0.23,89559.0,70179057.0,3.63,8.03,7.74,7.99,7.99,2.04,1.29,5.92,1.24,5428057757.0,5370214989.0,0.0,0.13,-13.97,-8.81
5209,300534,陇神戎发,9.78,-2.88,-0.29,117010.0,115146892.0,3.18,10.06,9.74,10.06,10.07,0.87,3.89,46.08,4.93,2966714100.0,2942779956.0,0.2,0.1,-2.78,10.26
5210,301158,德石股份,19.89,-2.88,-0.59,179804.0,369614260.87,8.06,21.45,19.8,20.47,20.48,1.06,23.15,45.58,2.36,2990869444.0,1544993700.0,0.05,-0.05,14.05,26.77
5211,301408,华人健康,17.86,-2.88,-0.53,55764.0,100522520.87,4.13,18.55,17.79,18.55,18.39,1.03,9.29,61.33,3.79,7144178600.0,1071746452.0,0.06,0.0,3.12,9.98
5212,002262,恩华药业,24.58,-2.88,-0.73,97732.0,242921707.55,3.83,25.47,24.5,25.31,25.31,0.65,1.11,22.73,4.15,24766515301.0,21673699514.0,-0.08,-0.04,-11.9,0.94
5213,688425,铁建重工,4.04,-2.88,-0.12,350862.0,143034045.0,3.85,4.19,4.03,4.17,4.16,1.44,2.37,10.51,1.35,21547327880.0,5970946280.0,-0.25,-0.25,-13.49,4.94
5214,300324,旋极信息,3.7,-2.89,-0.11,2391827.0,877773094.7,5.25,3.78,3.58,3.74,3.81,1.1,14.0,-41.2,1.91,6392085202.0,6321647088.0,0.27,0.27,20.52,34.06
5215,688238,和元生物,8.73,-2.89,-0.26,86075.0,76103986.0,4.89,9.14,8.7,9.03,8.99,0.71,1.99,-63.08,2.63,5652090963.0,3768823132.0,0.0,0.23,-21.7,-40.45
5216,872953,国子软件,12.07,-2.9,-0.36,17169.0,20857082.35,3.78,12.47,12.0,12.4,12.43,0.86,7.98,57.95,2.52,1109292143.0,259676394.0,-0.08,-0.08,14.95,14.95
5217,601179,中国西电,4.69,-2.9,-0.14,323494.0,152940341.0,3.93,4.86,4.67,4.84,4.83,2.54,0.63,28.53,1.11,24040388231.0,24040388231.0,0.21,0.0,-14.1,2.63
5218,688433,华曙高科,29.14,-2.9,-0.87,9141.0,26900857.0,3.67,30.01,28.91,30.01,30.01,1.09,2.62,141.97,6.57,12068878832.0,1018264343.0,0.03,0.28,-13.61,9.3
5219,301234,五洲医疗,35.71,-2.91,-1.07,19429.0,69945058.89,5.08,37.37,35.5,37.11,36.78,1.31,10.54,33.54,3.35,2428280000.0,658063880.0,0.11,0.11,19.03,24.04
5220,688136,科兴制药,17.99,-2.91,-0.54,13016.0,23538691.0,3.51,18.5,17.85,18.5,18.53,0.86,1.93,-37.67,2.03,3583583714.0,1212891251.0,0.0,0.06,-3.23,-16.09
5221,301372,科净源,56.95,-2.92,-1.71,18767.0,109506884.3,5.32,59.87,56.75,59.82,58.66,1.57,11.54,40.82,4.11,3905142939.0,925889114.0,0.11,0.04,26.56,26.56
5222,603309,维力医疗,12.29,-2.92,-0.37,47223.0,58590863.0,3.48,12.7,12.26,12.68,12.66,1.33,1.62,19.57,2.1,3604930059.0,3576736799.0,0.08,0.08,-19.46,-37.42
5223,002050,三花智控,29.23,-2.92,-0.88,257582.0,757002625.62,3.16,30.08,29.13,30.02,30.11,0.84,0.7,39.11,8.09,109104352088.0,107861428445.0,0.0,0.0,7.86,39.06
5224,301015,百洋医药,23.49,-2.93,-0.71,20316.0,48109953.95,3.02,24.15,23.42,24.11,24.2,0.95,1.72,20.39,5.6,12334599000.0,2780628750.0,0.3,0.13,-13.0,1.78
5225,872190,雷神科技,10.24,-2.94,-0.31,16196.0,16622765.24,4.27,10.57,10.12,10.38,10.55,1.26,3.08,21.42,1.23,1024000010.0,538028687.0,0.2,0.29,-2.57,-12.55
5226,600582,天地科技,5.27,-2.95,-0.16,350869.0,185500412.0,4.05,5.46,5.24,5.41,5.43,1.88,0.85,7.86,0.99,21810363461.0,21810363461.0,0.0,0.0,-7.87,5.4
5227,603168,莎普爱思,9.54,-2.95,-0.29,135123.0,129703327.0,4.37,9.9,9.47,9.83,9.83,0.84,4.19,24.23,2.01,3553783608.0,3077532440.0,0.0,0.1,15.36,5.07
5228,301235,华康医疗,27.27,-2.95,-0.83,18124.0,49585280.54,3.95,28.25,27.14,28.1,28.1,1.07,3.63,61.57,1.71,2879712000.0,1361814714.0,0.04,0.0,-5.35,-23.48
5229,301368,丰立智能,42.28,-2.96,-1.29,35941.0,152404232.38,5.19,43.76,41.5,43.5,43.57,0.92,11.94,125.65,5.25,5077828000.0,1272626055.0,0.02,0.0,-23.46,113.75
5230,301515,港通医疗,34.05,-2.96,-1.04,21092.0,72235334.41,4.27,35.25,33.75,35.25,35.09,0.98,8.9,40.24,2.64,3405000000.0,807274902.0,0.12,0.12,9.27,9.27
5231,002853,皮阿诺,15.33,-2.97,-0.47,15298.0,23539678.0,5.06,15.96,15.16,15.8,15.8,1.59,1.16,43.82,2.2,2859700327.0,2027528048.0,0.52,0.26,-11.59,-21.3
5232,002750,龙津药业,10.11,-2.98,-0.31,100871.0,102469316.53,3.74,10.46,10.07,10.43,10.42,0.78,2.53,-128.32,7.14,4049055000.0,4031222992.0,0.0,0.2,9.65,-9.16
5233,601669,中国电建,5.21,-2.98,-0.16,1961246.0,1025265088.0,3.91,5.39,5.18,5.38,5.37,1.43,1.5,6.62,0.71,89748290130.0,68102649679.0,-0.19,-0.38,-8.92,-25.14
5234,300551,古鳌科技,22.65,-3.0,-0.7,69311.0,158709073.19,5.18,23.67,22.46,23.55,23.35,0.87,2.73,-164.28,7.46,7831304068.0,5744498549.0,0.31,0.18,-1.35,93.92
5235,002082,万邦德,6.79,-3.0,-0.21,87100.0,59556180.0,3.29,7.0,6.77,7.0,7.0,1.0,1.41,66.28,1.58,4187318683.0,4187318683.0,0.0,0.0,-3.55,-21.95
5236,000039,中集集团,6.79,-3.0,-0.21,232891.0,159091216.13,4.0,7.05,6.77,7.01,7.0,2.73,1.01,45.93,0.81,36615213414.0,15626554487.0,-0.15,0.0,-1.74,-1.02
5237,688698,伟创电气,35.86,-3.0,-1.11,24605.0,88390493.0,4.92,37.12,35.3,36.7,36.97,0.72,5.36,35.28,4.1,7539897566.0,1646027790.0,0.73,1.16,-0.75,75.27
5238,002270,华明装备,13.55,-3.01,-0.42,193291.0,262933148.5,3.58,13.97,13.47,13.97,13.97,0.88,2.55,21.17,3.89,12143854590.0,10287495606.0,0.3,0.3,25.58,90.04
5239,300445,康斯特,15.47,-3.01,-0.48,23776.0,37026530.47,3.64,15.98,15.4,15.96,15.95,0.57,1.72,39.26,3.21,3286292301.0,2138046248.0,0.19,0.19,-12.89,27.54
5240,600320,振华重工,3.54,-3.01,-0.11,315995.0,113132594.0,4.66,3.7,3.53,3.66,3.65,1.66,0.95,33.32,1.24,18649971394.0,11759871720.0,0.0,0.0,-4.58,10.28
5241,603266,天龙股份,14.78,-3.02,-0.46,173136.0,259293352.0,10.76,16.36,14.72,16.36,15.24,6.7,8.71,27.39,2.13,2939546165.0,2939546165.0,0.2,0.2,-2.18,20.46
5242,603277,银都股份,27.3,-3.02,-0.85,30233.0,83235094.0,3.3,28.11,27.18,28.05,28.15,1.51,0.72,21.34,4.46,11483690400.0,11394351150.0,0.0,0.0,7.73,73.55
5243,600976,健民集团,63.9,-3.02,-1.99,9147.0,58990743.0,3.52,66.2,63.88,65.91,65.89,0.81,0.6,19.42,4.98,9802170540.0,9770394156.0,-0.19,-0.06,-10.0,31.24
5244,300347,泰格医药,63.18,-3.02,-1.97,89269.0,569550038.64,4.04,65.66,63.03,65.44,65.15,0.77,1.57,19.85,2.68,55119383140.0,35847471236.0,-0.06,0.08,-0.55,-39.4
5245,835179,凯德石英,18.28,-3.02,-0.57,2711.0,5005434.79,4.08,18.95,18.18,18.86,18.85,2.48,0.44,34.21,2.02,1371000000.0,1114500743.0,0.0,0.0,-17.06,-1.83
5246,872808,曙光数创,36.16,-3.03,-1.13,18580.0,68000085.96,5.28,37.92,35.95,37.5,37.29,0.81,2.71,75.74,11.88,7232000036.0,2483696246.0,-0.08,-0.06,-25.13,230.53
5247,832885,星辰科技,4.15,-3.04,-0.13,1802.0,754959.94,3.74,4.29,4.13,4.29,4.28,1.41,0.21,61.69,1.91,710127084.0,360668358.0,0.48,0.0,-27.7,-21.99
5248,002789,建艺集团,14.35,-3.04,-0.45,19115.0,27660759.4,3.31,14.8,14.31,14.8,14.8,1.37,1.48,39.84,11.91,2290597426.0,1852530944.0,-0.35,-0.21,-3.95,-0.76
5249,603655,朗博科技,22.85,-3.05,-0.72,64999.0,149384307.0,7.25,24.27,22.56,23.82,23.57,4.67,6.13,191.53,4.54,2422100000.0,2422100000.0,0.26,0.35,-6.01,-8.05
5250,603496,恒为科技,31.71,-3.06,-1.0,852929.0,2837371365.0,12.9,35.26,31.04,34.0,32.71,2.38,26.64,301.34,7.89,10153835096.0,10153835096.0,-0.09,-0.22,68.67,193.34
5251,601163,三角轮胎,14.87,-3.06,-0.47,77012.0,114395074.0,4.3,15.31,14.65,15.31,15.34,1.79,0.96,9.78,0.98,11896000000.0,11896000000.0,-0.07,0.0,-4.5,24.64
5252,600817,宇通重工,9.12,-3.08,-0.29,29510.0,27213001.0,3.83,9.47,9.11,9.41,9.41,1.56,1.52,25.53,2.09,4938556672.0,1775466023.0,0.0,0.0,-19.93,7.04
5253,000989,九 芝 堂,11.0,-3.08,-0.35,114937.0,127400473.0,3.44,11.35,10.96,11.35,11.35,0.82,1.67,19.23,2.41,9415362132.0,7588619258.0,0.0,0.09,-11.29,30.8
5254,688581,安杰思,109.56,-3.09,-3.49,3730.0,41417813.0,5.79,115.58,109.03,113.08,113.05,0.8,2.85,40.23,3.13,6340343583.0,1436091554.0,-0.03,-0.03,-11.82,-12.38
5255,300899,上海凯鑫,26.93,-3.09,-0.86,11917.0,32360575.2,3.78,27.85,26.8,27.69,27.79,0.87,3.75,263.86,2.64,1717688739.0,856850715.0,0.15,0.15,8.28,37.96
5256,688777,中控技术,44.93,-3.11,-1.44,110423.0,500023991.0,3.45,46.5,44.9,46.31,46.37,1.3,2.06,34.57,3.81,35311595693.0,24028014866.0,-0.09,-0.04,-21.82,-27.67
5257,301370,国科恒泰,18.39,-3.11,-0.59,55047.0,102148173.49,4.58,19.2,18.33,18.91,18.98,1.0,8.31,65.63,3.66,8654334000.0,1218333583.0,0.0,0.05,37.34,37.34
5258,002873,新天药业,12.11,-3.12,-0.39,42482.0,51892230.72,3.52,12.5,12.06,12.49,12.5,0.62,1.9,30.3,2.47,2807202303.0,2711771967.0,0.0,0.25,-5.46,-15.79
5259,830974,凯大催化,5.58,-3.13,-0.18,470.0,263705.91,5.38,5.8,5.49,5.79,5.76,3.39,0.04,21.63,1.42,914004000.0,596632550.0,0.18,1.27,-17.94,-70.91
5260,688029,南微医学,73.99,-3.13,-2.39,16342.0,122084880.0,3.48,76.48,73.82,76.38,76.38,0.8,0.87,26.29,4.09,13898830754.0,13898830754.0,0.11,0.11,-8.34,-9.3
5261,300660,江苏雷利,28.4,-3.14,-0.92,59326.0,169810661.26,3.38,29.3,28.31,29.15,29.32,0.9,1.87,26.9,2.84,9003324662.0,8998819456.0,0.0,0.04,-14.2,48.61
5262,600737,中粮糖业,8.02,-3.14,-0.26,230573.0,187363771.0,4.23,8.35,8.0,8.28,8.28,1.67,1.08,11.16,1.81,17153562789.0,17153562789.0,0.12,0.0,3.48,24.53
5263,603279,景津装备,25.6,-3.14,-0.83,23215.0,60019583.0,3.48,26.52,25.6,26.46,26.43,1.34,0.41,15.4,3.69,14763069440.0,14559748019.0,-0.23,-0.27,-17.23,-10.11
5264,600370,三房巷,2.46,-3.15,-0.08,141199.0,35003616.0,4.33,2.55,2.44,2.53,2.54,2.08,0.36,78.45,1.54,9585006188.0,9585006188.0,0.41,0.41,-9.56,-14.58
5265,688517,金冠电气,15.63,-3.16,-0.51,42015.0,65376837.0,5.08,16.19,15.37,16.19,16.14,1.45,4.94,32.35,2.85,2127386546.0,1328532729.0,0.45,0.58,-23.76,38.44
5266,603030,*ST全筑,3.37,-3.16,-0.11,109691.0,37161778.0,4.6,3.47,3.31,3.45,3.48,0.91,1.89,31.81,-8.67,1955013903.0,1955013903.0,0.0,-0.3,11.59,27.65
5267,601666,平煤股份,10.08,-3.17,-0.33,399473.0,406627323.0,3.07,10.37,10.05,10.31,10.41,1.21,1.74,5.22,1.07,23323872751.0,23200033903.0,0.1,-0.2,30.06,1.41
5268,600190,锦州港,3.36,-3.17,-0.11,635932.0,215084303.0,5.76,3.52,3.32,3.46,3.47,1.03,3.57,74.3,1.0,6727699440.0,5979068021.0,0.0,0.3,11.26,-4.82
5269,003012,东鹏控股,10.07,-3.17,-0.33,168406.0,169432177.1,5.38,10.48,9.92,10.39,10.4,2.91,2.65,15.37,1.58,11812110000.0,6407533921.0,0.3,0.1,12.39,29.77
5270,300169,天晟新材,6.7,-3.18,-0.22,492420.0,333439760.96,5.06,6.99,6.64,6.93,6.92,0.75,16.32,-50.83,8.67,2184095078.0,2021629739.0,-0.15,0.0,56.54,62.23
5271,600026,中远海能,13.05,-3.19,-0.43,237535.0,313288717.0,4.01,13.57,13.03,13.48,13.48,0.85,0.68,11.09,1.81,62258631955.0,45345831955.0,-0.08,-0.08,-4.26,9.66
5272,600545,卓郎智能,3.03,-3.19,-0.1,1140790.0,344632781.0,5.43,3.12,2.95,3.02,3.13,1.43,6.38,-51.95,1.66,5417374033.0,5417374033.0,-0.33,0.0,24.18,7.07
5273,300855,图南股份,29.9,-3.2,-0.99,27968.0,84289860.27,4.69,31.17,29.72,30.88,30.89,1.14,0.98,33.09,7.07,11819686775.0,8490310981.0,-0.23,0.0,-16.71,-16.76
5274,688009,中国通号,5.13,-3.21,-0.17,323646.0,167510042.0,5.47,5.4,5.11,5.32,5.3,1.58,0.38,14.89,1.28,54325771470.0,44225822340.0,-0.19,-0.19,-10.78,11.04
5275,605060,联德股份,22.88,-3.21,-0.76,11317.0,26078130.0,4.19,23.79,22.8,23.68,23.64,1.05,1.39,20.18,2.59,5519937280.0,1867008000.0,-0.04,0.31,-19.86,-10.17
5276,603081,大丰实业,13.18,-3.23,-0.44,34833.0,46527869.0,3.96,13.69,13.15,13.51,13.62,0.8,0.86,22.16,1.93,5398891425.0,5324239905.0,0.0,0.0,-19.39,7.07
5277,000617,中油资本,6.29,-3.23,-0.21,946103.0,601132203.7,4.77,6.57,6.26,6.5,6.5,1.46,0.75,10.18,0.8,79518677407.0,79518677407.0,0.16,0.32,-10.91,15.41
5278,688139,海尔生物,36.53,-3.23,-1.22,22048.0,81704509.0,4.21,38.1,36.51,37.75,37.75,1.05,0.69,20.86,2.81,11614805117.0,11614805117.0,-0.03,0.0,-23.98,-41.88
5279,002061,浙江交科,3.89,-3.23,-0.13,294185.0,115389087.52,4.23,4.05,3.88,4.04,4.02,1.86,1.13,10.52,0.76,10110646431.0,10110646431.0,-0.26,-0.26,-10.57,6.28
5280,002821,凯莱英,148.5,-3.24,-4.97,45064.0,674060820.34,3.39,153.29,148.09,152.0,153.47,0.72,1.37,16.28,3.28,54893824079.0,48731729261.0,0.07,-0.05,23.25,1.57
5281,688338,赛科希德,32.8,-3.24,-1.1,6210.0,20555059.0,3.66,34.0,32.76,34.0,33.9,1.01,0.98,28.91,2.26,3481470720.0,2088919824.0,-0.03,-0.09,-23.31,30.26
5282,600170,上海建工,2.68,-3.25,-0.09,766615.0,207567428.0,3.97,2.79,2.68,2.77,2.77,1.59,0.86,15.75,0.8,23814318514.0,23814318514.0,-0.37,-0.37,0.37,5.1
5283,002332,仙琚制药,10.71,-3.25,-0.36,240908.0,259364234.62,5.24,11.19,10.61,11.1,11.07,2.0,2.45,17.55,1.91,10594384115.0,10544784445.0,-0.19,-0.09,-16.98,-2.64
5284,688285,高铁电气,9.51,-3.26,-0.32,51972.0,50062689.0,4.07,9.89,9.49,9.81,9.83,1.02,5.81,39.69,2.19,3578517073.0,850146450.0,0.21,-0.42,3.48,24.97
